Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1215612,,5.4,6.5,,,,4.25,6.25,7.5,,,3.8,N1,Ha Tinh
HT1215159,,5.2,6.5,,,,4.5,6.25,6.0,,,2.2,N1,Ha Tinh
HT1211831,,8.4,6.5,,,,4.5,6.5,7.25,,,7.6,N1,Ha Tinh
HT1215607,,6.0,6.5,,,,4.25,6.75,8.0,,,3.0,N1,Ha Tinh
HT1215161,,8.0,6.5,8.0,7.5,3.5,,,,,,4.4,N1,Ha Tinh
HT1211816,,7.8,6.5,6.0,5.75,4.75,,,,,,4.0,N1,Ha Tinh
HT1215168,,8.2,6.5,8.0,7.75,4.75,,,,,,3.8,N1,Ha Tinh
HT1211802,,3.2,6.5,,,,6.0,6.25,7.0,,,2.4,N1,Ha Tinh
HT1215617,,5.8,6.5,,,,3.75,6.25,8.75,,,2.0,N1,Ha Tinh
HT1215169,,5.2,6.5,,,,4.25,6.25,7.5,,,3.4,N1,Ha Tinh
HT1211798,,7.2,6.5,,,,6.5,9.0,9.5,,,3.8,N1,Ha Tinh
HT1211792,,4.8,6.5,,,,4.25,6.0,7.25,,,2.4,N1,Ha Tinh
HT1211789,,7.4,6.5,3.75,7.5,7.0,,,,,,3.6,N1,Ha Tinh
HT1211787,,7.4,6.5,5.75,3.25,4.25,,,,,,8.4,N1,Ha Tinh
HT1211785,,5.8,6.5,,,,6.5,7.5,7.0,,,3.6,N1,Ha Tinh
HT1211779,,5.6,6.5,,,,3.75,7.25,8.5,,,3.8,N1,Ha Tinh
HT1215614,,6.6,6.5,,,,4.0,6.25,7.25,,,4.4,N1,Ha Tinh
HT1211854,,5.6,6.5,,,,3.0,5.5,8.0,,,3.4,N1,Ha Tinh
HT1209296,,8.4,6.5,7.0,7.5,4.75,,,,,,5.4,N1,Ha Tinh
HT1211898,,4.8,6.5,,,,6.0,6.25,8.25,,,3.2,N1,Ha Tinh
HT1216689,,6.8,6.5,7.5,6.0,5.25,,,,,,4.0,N1,Ha Tinh
HT1215091,,6.6,6.5,4.25,4.75,5.75,,,,,,3.4,N1,Ha Tinh
HT1216698,,4.4,6.5,,,,3.25,5.5,5.75,,,1.8,N1,Ha Tinh
HT1215101,,3.2,6.5,,,,6.0,6.75,8.75,,,3.2,N1,Ha Tinh
HT1211905,,3.4,6.5,,,,4.75,7.0,6.5,,,4.0,N1,Ha Tinh
HT1211902,,6.8,6.5,,,,4.0,6.0,8.25,,,2.6,N1,Ha Tinh
HT1211899,,4.0,6.5,,,,4.25,6.5,6.75,,,3.4,N1,Ha Tinh
HT1216700,,6.0,6.5,,,,4.5,8.0,7.75,,,3.0,N1,Ha Tinh
HT1215129,,6.8,6.5,6.75,5.5,5.25,,,,,,4.6,N1,Ha Tinh
HT1215117,,8.4,6.5,7.25,7.25,6.0,,,,,,3.8,N1,Ha Tinh
HT1216704,,7.0,6.5,7.5,5.0,3.75,,,,,,4.2,N1,Ha Tinh
HT1208475,,5.8,6.5,,,,7.25,8.0,7.5,,,4.6,N1,Ha Tinh
HT1216725,,8.0,6.5,7.5,6.5,6.0,,,,,,4.8,N1,Ha Tinh
HT1215119,,6.8,6.5,,,,6.0,6.5,7.25,,,3.8,N1,Ha Tinh
HT1215123,,6.0,6.5,,,,3.0,5.75,9.0,,,4.6,N1,Ha Tinh
HT1211864,,7.2,6.5,4.75,6.5,3.75,,,,,,3.4,N1,Ha Tinh
HT1216672,,4.6,6.5,,,,4.5,5.0,7.0,,,2.2,N1,Ha Tinh
HT1214641,,5.4,6.5,,,,4.5,5.75,7.75,,,5.2,N1,Ha Tinh
HT1212489,,6.2,6.5,,,,5.0,5.5,8.25,,,5.0,N1,Ha Tinh
HT1209009,,7.0,6.5,6.25,5.25,4.0,,,,,,2.2,N1,Ha Tinh
HT1214143,,8.0,6.5,6.25,6.0,5.0,,,,,,3.4,N1,Ha Tinh
HT1214147,,5.8,6.5,,,,4.25,6.5,6.5,,,4.0,N1,Ha Tinh
HT1213506,,5.8,6.5,2.25,2.25,3.25,4.0,4.25,7.5,,,2.8,N1,Ha Tinh
HT1216229,,2.6,6.5,,,,5.25,5.75,7.0,,,2.6,N1,Ha Tinh
HT1213499,,9.4,6.5,8.0,5.25,4.25,,,,,,7.2,N1,Ha Tinh
HT1213492,,2.6,6.5,,,,2.75,5.5,8.0,,,2.2,N1,Ha Tinh
HT1213490,,3.0,6.5,,,,4.5,4.0,6.5,,,2.0,N1,Ha Tinh
HT1216236,,6.4,6.5,,,,4.75,5.75,5.75,,,4.4,N1,Ha Tinh
HT1213488,,2.0,6.5,,,,3.0,5.0,4.75,,,3.0,N1,Ha Tinh
HT1213480,,8.8,6.5,8.25,7.0,4.0,,,,,,5.4,N1,Ha Tinh
HT1216242,,5.8,6.5,,,,3.25,6.25,8.5,,,3.8,N1,Ha Tinh
HT1216246,,4.8,6.5,,,,9.25,8.75,8.75,,,3.2,N1,Ha Tinh
HT1209019,,5.0,6.5,,,,3.0,5.5,5.25,,,4.4,N1,Ha Tinh
HT1216250,,5.4,6.5,,,,4.0,5.75,8.25,,,3.0,N1,Ha Tinh
HT1213457,,6.0,6.5,,,,6.25,7.0,8.5,,,2.8,N1,Ha Tinh
HT1213456,,5.2,6.5,,,,4.25,5.75,6.75,,,3.0,N1,Ha Tinh
HT1208904,,5.4,6.5,,,,4.25,6.75,6.5,,,3.4,N1,Ha Tinh
HT1216053,,9.0,6.5,8.5,6.75,4.75,,,,,,3.4,N1,Ha Tinh
HT1216058,,6.8,6.5,,,,5.25,6.0,7.75,,,4.6,N1,Ha Tinh
HT1213620,,6.8,6.5,4.5,3.5,6.25,,,,,,4.6,N1,Ha Tinh
HT1213533,,3.4,6.5,,,,2.75,4.75,4.5,,,3.4,N1,Ha Tinh
HT1214083,,7.8,6.5,8.25,6.75,5.0,,,,,,5.2,N1,Ha Tinh
HT1214084,,5.8,6.5,,,,3.75,6.75,7.75,,,4.2,N1,Ha Tinh
HT1216064,,7.0,6.5,5.75,4.5,4.75,,,,,,2.8,N1,Ha Tinh
HT1216193,,4.6,6.5,,,,5.5,7.5,7.0,,,1.2,N1,Ha Tinh
HT1213599,,7.0,6.5,,,,6.75,9.0,8.25,,,4.8,N1,Ha Tinh
HT1216195,,6.4,6.5,,,,4.0,5.25,8.0,,,2.6,N1,Ha Tinh
HT1216196,,3.6,6.5,,,,4.0,5.0,5.5,,,3.4,N1,Ha Tinh
HT1216199,,,6.5,,,,8.75,9.75,,,,,,Ha Tinh
HT1216203,,5.0,6.5,,,,4.0,7.75,7.75,,,3.8,N1,Ha Tinh
HT1214096,,6.0,6.5,,,,5.0,6.5,8.25,,,1.8,N1,Ha Tinh
HT1213563,,5.8,6.5,,,,5.0,7.25,8.75,,,4.0,N1,Ha Tinh
HT1214098,,8.0,6.5,,,,5.5,7.5,8.75,,,9.0,N1,Ha Tinh
HT1214100,,4.8,6.5,,,,4.75,6.25,7.5,,,1.4,N1,Ha Tinh
HT1214101,,6.2,6.5,,,,7.5,,,,,,,Ha Tinh
HT1214104,,7.0,6.5,,,,4.25,5.75,9.0,,,2.4,N1,Ha Tinh
HT1214116,,4.8,6.5,,,,5.75,8.25,8.25,,,2.8,N1,Ha Tinh
HT1213541,,5.6,6.5,,,,4.75,6.5,7.5,,,2.6,N1,Ha Tinh
HT1208903,,6.2,6.5,,,,4.5,9.0,8.5,,,4.0,N1,Ha Tinh
HT1209025,,4.4,6.5,,,,4.0,5.0,5.0,,,3.6,N1,Ha Tinh
HT1216252,,5.4,6.5,,,,4.75,8.5,7.25,,,4.2,N1,Ha Tinh
HT1216050,,8.0,6.5,6.5,7.5,3.75,,,,,,7.4,N1,Ha Tinh
HT1208898,,6.2,6.5,,,,4.25,7.5,7.5,,,2.6,N1,Ha Tinh
HT1214221,,7.6,6.5,6.25,6.5,6.25,,,,,,3.6,N1,Ha Tinh
HT1214233,,4.2,6.5,,,,7.0,6.5,7.75,,,3.2,N1,Ha Tinh
HT1216300,,5.6,6.5,,,,6.5,7.0,6.5,,,3.2,N1,Ha Tinh
HT1213286,,8.4,6.5,7.5,5.75,5.25,,,,,,4.4,N1,Ha Tinh
HT1214235,,4.2,6.5,,,,5.5,6.0,8.0,,,4.0,N1,Ha Tinh
HT1214237,,4.6,6.5,,,,5.0,7.5,8.0,,,3.8,N1,Ha Tinh
HT1209058,,5.6,6.5,,,,4.0,7.5,7.5,,,6.4,N1,Ha Tinh
HT1214238,,7.0,6.5,,,,6.5,6.25,8.0,,,3.4,N1,Ha Tinh
HT1213253,,8.6,6.5,6.5,7.25,5.5,,,,,,4.8,N1,Ha Tinh
HT1213244,,7.2,6.5,,,,3.25,6.75,8.5,,,6.8,N1,Ha Tinh
HT1213243,,6.6,6.5,7.75,3.25,4.25,,,,,,8.8,N1,Ha Tinh
HT1214258,,5.8,6.5,,,,5.25,5.5,8.5,,,3.2,N1,Ha Tinh
HT1214266,,6.0,6.5,,,,5.75,7.0,8.75,,,5.0,N1,Ha Tinh
HT1215969,,5.2,6.5,,,,6.25,6.5,7.75,,,2.2,N1,Ha Tinh
HT1213222,,6.6,6.5,,,,3.5,7.0,6.75,,,3.6,N1,Ha Tinh
HT1214274,,3.0,6.5,,,,5.0,5.25,5.75,,,3.4,N1,Ha Tinh
HT1213321,,9.4,6.5,8.25,8.75,6.25,,,,,,4.8,N1,Ha Tinh
HT1213322,,8.0,6.5,,,,5.75,7.25,9.0,,,6.6,N1,Ha Tinh
HT1214205,,3.8,6.5,,,,3.5,5.0,6.75,,,1.6,N1,Ha Tinh
HT1213395,,5.0,6.5,,,,2.75,6.75,9.0,,,2.8,N1,Ha Tinh
HT1216048,,6.6,6.5,,,,3.5,6.5,7.25,,,3.8,N1,Ha Tinh
HT1216259,,6.6,6.5,,,,9.25,8.0,8.25,,,3.4,N1,Ha Tinh
HT1213416,,5.6,6.5,,,,5.25,6.75,8.75,,,6.0,N1,Ha Tinh
HT1209032,,5.2,6.5,,,,2.75,6.0,7.5,,,2.4,N1,Ha Tinh
HT1213408,,4.6,6.5,,,,4.0,7.5,7.25,,,4.2,N1,Ha Tinh
HT1213406,,5.6,6.5,,,,3.75,6.25,7.0,,,4.4,N1,Ha Tinh
HT1214185,,4.2,6.5,,,,4.5,6.0,8.0,,,3.4,N1,Ha Tinh
HT1211403,,4.4,6.5,,,,8.5,8.0,8.25,,,3.8,N1,Ha Tinh
HT1214203,,5.2,6.5,,,,4.75,5.25,6.5,,,4.0,N1,Ha Tinh
HT1216260,,5.2,6.5,,,,4.25,5.5,7.5,,,3.0,N1,Ha Tinh
HT1214195,,8.0,6.5,7.5,6.75,3.75,,,,,,4.6,N1,Ha Tinh
HT1213383,,5.8,6.5,,,,4.25,7.0,8.0,,,3.6,N1,Ha Tinh
HT1216265,,8.4,6.5,7.0,6.0,4.75,,,,,,2.8,N1,Ha Tinh
HT1213357,,5.2,6.5,,,,3.5,6.0,8.75,,,3.4,N1,Ha Tinh
HT1214196,,4.8,6.5,,,,3.0,6.0,6.5,,,2.0,N1,Ha Tinh
HT1216042,,7.0,6.5,,,,3.25,6.5,7.5,,,4.6,N1,Ha Tinh
HT1214080,,3.2,6.5,,,,2.5,4.25,7.0,,,3.6,N1,Ha Tinh
HT1213622,,3.2,6.5,,,,4.5,5.25,5.75,,,3.0,N1,Ha Tinh
HT1214275,,8.8,6.5,7.25,7.5,5.75,,,,,,5.0,N1,Ha Tinh
HT1208951,,7.4,6.5,,,,6.5,7.25,7.75,,,5.6,N1,Ha Tinh
HT1213859,,7.4,6.5,5.0,6.5,5.5,,,,,,3.6,N1,Ha Tinh
HT1213855,,4.6,6.5,,,,3.75,5.25,5.75,,,3.4,N1,Ha Tinh
HT1213851,,5.8,6.5,,,,4.5,6.25,5.25,,,2.8,N1,Ha Tinh
HT1213841,,5.2,6.5,,,,3.0,5.25,7.0,,,3.0,N1,Ha Tinh
HT1213835,,5.4,6.5,,,,4.75,7.0,8.25,,,4.4,N1,Ha Tinh
HT1213834,,8.6,6.5,,,,6.0,7.5,7.75,,,7.0,N1,Ha Tinh
HT1216080,,6.6,6.5,3.75,4.25,4.0,,,,,,3.2,N1,Ha Tinh
HT1213829,,5.6,6.5,,,,8.5,7.75,6.75,,,3.0,N1,Ha Tinh
HT1213828,,5.8,6.5,,,,4.0,9.0,7.5,,,2.6,N1,Ha Tinh
HT1213998,,5.6,6.5,,,,4.75,8.0,8.0,,,3.6,N1,Ha Tinh
HT1213818,,5.0,6.5,,,,2.5,5.5,6.5,,,3.2,N1,Ha Tinh
HT1213815,,4.2,6.5,,,,5.25,7.25,7.75,,,3.4,N1,Ha Tinh
HT1208963,,6.2,6.5,,,,4.0,7.5,8.0,,,5.0,N1,Ha Tinh
HT1213805,,6.8,6.5,,,,5.25,6.5,7.75,,,6.4,N1,Ha Tinh
HT1213804,,7.0,6.5,4.25,4.0,6.25,,,,,,6.8,N1,Ha Tinh
HT1216121,,9.2,6.5,8.25,4.25,4.5,,,,,,8.8,N1,Ha Tinh
HT1213798,,7.4,6.5,4.0,4.75,5.0,4.25,5.75,5.5,,,3.8,N1,Ha Tinh
HT1213868,,4.4,6.5,,,,4.75,6.75,8.5,,,4.2,N1,Ha Tinh
HT1213978,,8.0,6.5,7.25,7.0,3.5,,,,,,3.4,N1,Ha Tinh
HT1208989,,5.0,6.5,,,,7.0,7.75,9.0,,,3.8,N1,Ha Tinh
HT1216112,,7.0,6.5,7.0,7.25,3.0,,,,,,3.8,N1,Ha Tinh
HT1216100,,6.6,6.5,5.0,3.75,4.25,,,,,,4.4,N1,Ha Tinh
HT1213946,,4.2,6.5,,,,4.0,5.5,8.0,,,3.6,N1,Ha Tinh
HT1213939,,5.2,6.5,,,,4.5,6.5,6.75,,,2.4,N1,Ha Tinh
HT1208939,,8.2,6.5,,,,5.75,5.75,7.5,,,5.0,N1,Ha Tinh
HT1213921,,4.4,6.5,,,,3.0,5.75,7.75,,,4.8,N1,Ha Tinh
HT1213920,,1.8,6.5,,,,4.0,5.25,6.75,,,3.0,N1,Ha Tinh
HT1213918,,9.2,6.5,8.75,7.5,5.75,,,,,,2.4,N1,Ha Tinh
HT1213917,,6.8,6.5,5.5,6.25,3.25,,,,,,3.0,N1,Ha Tinh
HT1213914,,4.8,6.5,,,,3.5,5.5,7.75,,,3.0,N1,Ha Tinh
HT1213907,,4.4,6.5,,,,4.25,6.5,6.5,,,2.6,N1,Ha Tinh
HT1213906,,6.2,6.5,,,,4.5,6.0,8.0,,,3.0,N1,Ha Tinh
HT1213966,,4.0,6.5,,,,7.25,7.5,8.75,,,1.8,N1,Ha Tinh
HT1216109,,5.6,6.5,,,,5.5,7.5,9.25,,,2.8,N1,Ha Tinh
HT1213898,,7.8,6.5,,,,4.5,7.25,7.5,,,9.6,N1,Ha Tinh
HT1216096,,6.8,6.5,,,,4.0,5.75,7.75,,,4.8,N1,Ha Tinh
HT1213892,,4.8,6.5,,,,6.25,7.0,7.25,,,2.6,N1,Ha Tinh
HT1208935,,8.8,6.5,4.75,8.0,4.75,,,,,,7.2,N1,Ha Tinh
HT1214006,,7.6,6.5,7.25,5.5,6.0,,,,,,5.2,N1,Ha Tinh
HT1214008,,6.0,6.5,,,,6.5,8.0,8.75,,,5.0,N1,Ha Tinh
HT1216131,,4.4,6.5,,,,3.0,5.25,6.5,,,3.0,N1,Ha Tinh
HT1214010,,6.4,6.5,,,,4.75,5.25,8.25,,,4.2,N1,Ha Tinh
HT1213674,,7.2,6.5,,,,8.5,7.75,9.25,,,4.6,N1,Ha Tinh
HT1216144,,6.0,6.5,5.5,4.25,4.25,,,,,,3.4,N1,Ha Tinh
HT1208926,,7.4,6.5,7.25,4.5,3.25,,,,,,8.4,N1,Ha Tinh
HT1216150,,5.6,6.5,,,,4.0,6.5,8.5,,,2.8,N1,Ha Tinh
HT1213659,,6.4,6.5,6.25,3.25,4.0,,,,,,6.4,N1,Ha Tinh
HT1216153,,4.0,6.5,,,,4.25,6.0,7.5,,,2.8,N1,Ha Tinh
HT1213657,,6.0,6.5,,,,7.0,8.0,8.25,,,1.8,N1,Ha Tinh
HT1214063,,6.0,6.5,,,,6.0,6.5,7.5,,,4.2,N1,Ha Tinh
HT1216159,,7.4,6.5,6.0,5.0,4.0,,,,,,3.4,N1,Ha Tinh
HT1213646,,5.0,6.5,,,,5.0,4.75,6.25,,,3.0,N1,Ha Tinh
HT1214067,,4.4,6.5,,,,5.25,6.0,7.75,,,3.4,N1,Ha Tinh
HT1213640,,6.8,6.5,,,,3.25,7.25,8.5,,,2.2,N1,Ha Tinh
HT1213638,,6.2,6.5,5.25,4.5,4.25,,,,,,3.8,N1,Ha Tinh
HT1213628,,4.6,6.5,,,,3.0,5.75,7.5,,,3.6,N1,Ha Tinh
HT1214079,,5.0,6.5,,,,6.25,6.75,6.5,,,3.2,N1,Ha Tinh
HT1213627,,5.6,6.5,,,,6.5,6.5,6.25,,,3.6,N1,Ha Tinh
HT1213626,,8.4,6.5,8.25,8.0,5.75,,,,,,3.6,N1,Ha Tinh
HT1213675,,6.0,6.5,,,,5.5,6.75,8.25,,,4.6,N1,Ha Tinh
HT1213682,,6.0,6.5,,,,4.5,7.75,9.0,,,4.6,N1,Ha Tinh
HT1213683,,7.6,6.5,7.25,5.25,5.5,,,,,,3.6,N1,Ha Tinh
HT1214034,,5.6,6.5,5.25,6.25,4.75,,,,,,3.2,N1,Ha Tinh
HT1214012,,7.2,6.5,,,,5.25,7.0,9.5,,,3.8,N1,Ha Tinh
HT1214013,,4.4,6.5,,,,4.25,6.75,9.25,,,1.8,N1,Ha Tinh
HT1214021,,5.4,6.5,,,,5.25,6.25,8.0,,,1.6,N1,Ha Tinh
HT1216133,,5.6,6.5,3.5,5.5,4.0,,,,,,3.0,N1,Ha Tinh
HT1213776,,5.2,6.5,,,,3.75,7.25,7.75,,,4.0,N1,Ha Tinh
HT1213768,,3.4,6.5,,,,5.0,5.75,7.25,,,3.0,N1,Ha Tinh
HT1208971,,5.8,6.5,,,,5.0,5.75,7.5,,,4.2,N1,Ha Tinh
HT1213744,,5.0,6.5,,,,4.5,5.5,7.25,,,2.6,N1,Ha Tinh
HT1216071,,3.4,6.5,,,,5.25,5.5,7.25,,,1.4,N1,Ha Tinh
HT1213735,,5.8,6.5,,,,6.0,7.0,5.75,,,3.2,N1,Ha Tinh
HT1213730,,6.0,6.5,4.25,5.0,5.5,,,,,,3.6,N1,Ha Tinh
HT1213725,,3.8,6.5,,,,4.0,4.5,5.5,,,4.2,N1,Ha Tinh
HT1213722,,6.0,6.5,4.75,5.0,4.25,,,,,,4.8,N1,Ha Tinh
HT1208976,,5.8,6.5,,,,4.5,5.25,9.5,,,4.6,N1,Ha Tinh
HT1213697,,6.4,6.5,,,,7.0,7.25,8.5,,,4.6,N1,Ha Tinh
HT1214052,,5.2,6.5,,,,3.5,6.25,7.0,,,3.2,N1,Ha Tinh
HT1216318,,3.8,6.5,,,,4.5,5.75,5.5,,,3.4,N1,Ha Tinh
HT1214276,,5.4,6.5,,,,3.75,4.5,6.25,,,2.2,N1,Ha Tinh
HT1214769,,5.6,6.5,,,,4.25,6.0,8.25,,,2.8,N1,Ha Tinh
HT1208623,,8.2,6.5,,,,3.75,6.5,7.5,,,5.0,N1,Ha Tinh
HT1208839,,6.0,6.5,,,,4.25,5.75,5.75,,,2.6,N1,Ha Tinh
HT1214588,,6.8,6.5,,,,4.25,6.0,8.25,,,4.2,N1,Ha Tinh
HT1212719,,9.0,6.5,8.25,8.25,5.0,,,,,,4.2,N1,Ha Tinh
HT1215827,,4.6,6.5,,,,4.25,6.75,6.75,,,3.0,N1,Ha Tinh
HT1212711,,8.0,6.5,7.5,7.5,2.0,,,,,,2.4,N1,Ha Tinh
HT1212706,,7.4,6.5,5.0,6.25,6.0,,,,,,3.8,N1,Ha Tinh
HT1215822,,6.6,6.5,,,,4.75,5.5,7.75,,,2.6,N1,Ha Tinh
HT1215810,,9.2,6.5,8.5,8.0,5.0,,,,,,3.8,N1,Ha Tinh
HT1215808,,8.2,6.5,,,,7.5,7.25,9.5,,,4.0,N1,Ha Tinh
HT1215804,,4.0,6.5,,,,4.25,5.5,,,,,,Ha Tinh
HT1214615,,6.8,6.5,6.25,6.0,3.5,,,,,,3.2,N1,Ha Tinh
HT1214623,,7.6,6.5,,,,4.0,6.0,7.5,,,3.8,N1,Ha Tinh
HT1212676,,4.4,6.5,,,,3.25,4.75,7.25,,,4.4,N1,Ha Tinh
HT1212670,,4.6,6.5,,,,3.5,6.5,6.75,,,7.6,N1,Ha Tinh
HT1212669,,7.6,6.5,2.75,2.75,2.75,5.75,8.25,9.0,,,4.0,N1,Ha Tinh
HT1212659,,4.4,6.5,,,,3.5,5.75,8.25,,,1.4,N1,Ha Tinh
HT1212658,,4.0,6.5,,,,3.25,5.25,6.75,,,4.6,N1,Ha Tinh
HT1212729,,6.2,6.5,,,,4.25,5.5,6.5,,,2.4,N1,Ha Tinh
HT1212738,,6.0,6.5,,,,5.0,7.75,8.25,,,4.0,N1,Ha Tinh
HT1212828,,6.2,6.5,,,,4.5,6.75,8.5,,,3.8,N1,Ha Tinh
HT1214566,,6.4,6.5,6.5,5.5,5.25,,,,,,5.0,N1,Ha Tinh
HT1215871,,6.8,6.5,5.75,6.5,4.75,,,,,,4.2,N1,Ha Tinh
HT1214517,,4.0,6.5,,,,3.25,4.75,,,,,,Ha Tinh
HT1212808,,2.6,6.5,,,,2.75,4.5,6.25,,,3.0,N1,Ha Tinh
HT1209138,,7.2,6.5,4.5,6.0,6.75,,,,,,2.0,N1,Ha Tinh
HT1209140,,6.2,6.5,,,,5.0,5.25,8.25,,,3.0,N1,Ha Tinh
HT1208859,,4.0,6.5,,,,3.5,6.0,7.25,,,4.0,N1,Ha Tinh
HT1212791,,6.0,6.5,,,,6.0,7.75,8.5,,,3.8,N1,Ha Tinh
HT1214527,,7.0,6.5,6.75,5.75,4.0,,,,,,3.0,N1,Ha Tinh
HT1216418,,8.2,6.5,7.75,7.75,4.0,,,,,,4.2,N1,Ha Tinh
HT1216422,,5.8,6.5,,,,6.75,7.5,8.5,,,5.6,N1,Ha Tinh
HT1212779,,3.6,6.5,,,,5.25,7.25,7.25,,,2.8,N1,Ha Tinh
HT1212778,,6.8,6.5,5.5,5.75,5.5,,,,,,4.2,N1,Ha Tinh
HT1212768,,4.6,6.5,,,,4.5,6.25,5.75,,,2.4,N1,Ha Tinh
HT1214533,,5.2,6.5,,,,5.0,7.75,9.0,,,3.6,N1,Ha Tinh
HT1216427,,7.2,6.5,,,,4.0,7.0,8.25,,,3.6,N1,Ha Tinh
HT1214538,,6.0,6.5,4.75,5.25,4.75,,,,,,3.0,N1,Ha Tinh
HT1208854,,8.2,6.5,3.75,7.25,7.25,,,,,,5.8,N1,Ha Tinh
HT1208636,,9.0,6.5,7.25,8.25,5.5,,,,,,3.2,N1,Ha Tinh
HT1216097,,4.4,6.5,,,,5.75,6.0,8.75,,,3.4,N1,Ha Tinh
HT1215783,,5.0,6.5,,,,3.75,8.0,7.25,,,2.4,N1,Ha Tinh
HT1209170,,5.8,6.5,,,,2.75,6.5,9.0,,,3.6,N1,Ha Tinh
HT1215759,,4.4,6.5,,,,5.25,6.25,8.25,,,4.2,N1,Ha Tinh
HT1212586,,6.6,6.5,,,,3.0,5.25,8.0,,,2.8,N1,Ha Tinh
HT1212583,,6.2,6.5,,,,6.5,7.25,9.0,,,4.4,N1,Ha Tinh
HT1212579,,6.8,6.5,,,,7.25,7.75,8.0,,,6.6,N1,Ha Tinh
HT1212573,,5.8,6.5,,,,4.75,7.0,8.0,,,3.0,N1,Ha Tinh
HT1212563,,4.4,6.5,,,,3.0,5.0,6.75,,,2.0,N1,Ha Tinh
HT1212555,,3.8,6.5,,,,2.75,5.5,6.75,,,3.4,N1,Ha Tinh
HT1214742,,6.2,6.5,,,,5.0,7.0,7.5,,,4.8,N1,Ha Tinh
HT1214748,,6.4,6.5,,,,5.5,7.25,7.75,,,3.6,N1,Ha Tinh
HT1212532,,7.4,6.5,8.5,7.75,4.5,,,,,,7.4,N1,Ha Tinh
HT1209198,,7.2,6.5,5.25,5.75,6.0,,,,,,3.6,N1,Ha Tinh
HT1214765,,7.4,6.5,8.0,6.5,5.25,,,,,,3.6,N1,Ha Tinh
HT1212503,,8.0,6.5,6.0,6.75,2.75,,,,,,3.4,N1,Ha Tinh
HT1212498,,5.4,6.5,,,,3.5,6.0,9.0,,,2.4,N1,Ha Tinh
HT1214766,,3.8,6.5,,,,3.5,4.75,7.25,,,2.4,N1,Ha Tinh
HT1212491,,5.8,6.5,,,,4.75,5.75,8.0,,,3.6,N1,Ha Tinh
HT1214767,,8.2,6.5,8.0,7.75,4.25,,,,,,5.0,N1,Ha Tinh
HT1208810,,8.2,6.5,8.5,7.5,4.75,,,,,,3.6,N1,Ha Tinh
HT1208640,,3.6,6.5,,,,5.25,4.75,5.0,,,1.8,N1,Ha Tinh
HT1212594,,4.0,6.5,,,,2.5,4.75,6.75,,,3.6,N1,Ha Tinh
HT1212629,,4.8,6.5,,,,5.0,7.0,6.0,,,3.4,N1,Ha Tinh
HT1208823,,5.6,6.5,,,,4.5,6.5,5.25,,,4.2,N1,Ha Tinh
HT1212635,,6.8,6.5,,,,,,,,,,,Ha Tinh
HT1215775,,7.2,6.5,,,,7.5,7.5,7.5,,,3.8,N1,Ha Tinh
HT1212633,,4.8,6.5,,,,3.5,6.75,7.25,,,2.8,N1,Ha Tinh
HT1208820,,6.2,6.5,,,,4.25,6.25,7.75,,,3.2,N1,Ha Tinh
HT1215772,,5.8,6.5,4.75,5.0,5.25,,,,,,4.2,N1,Ha Tinh
HT1215767,,7.0,6.5,,,,3.5,7.5,8.25,,,4.0,N1,Ha Tinh
HT1214694,,8.8,6.5,,,,4.0,8.5,6.5,,,8.4,N1,Ha Tinh
HT1212595,,5.6,6.5,,,,4.25,6.75,8.5,,,3.6,N1,Ha Tinh
HT1212618,,6.6,6.5,,,,5.0,8.0,8.25,,,3.6,N1,Ha Tinh
HT1212614,,6.6,6.5,2.5,5.5,6.5,,,,,,3.0,N1,Ha Tinh
HT1208519,,5.0,6.5,5.0,3.0,5.5,,,,,,2.8,N1,Ha Tinh
HT1214699,,7.8,6.5,5.5,4.5,4.0,,,,,,4.8,N1,Ha Tinh
HT1209175,,3.8,6.5,,,,3.75,4.75,7.25,,,3.2,N1,Ha Tinh
HT1209176,,4.4,6.5,,,,3.25,7.25,6.0,,,2.4,N1,Ha Tinh
HT1208639,,5.0,6.5,,,,3.75,6.0,7.5,,,3.0,N1,Ha Tinh
HT1212825,,6.4,6.5,,,,3.75,7.5,8.5,,,6.4,N1,Ha Tinh
HT1212829,,8.4,6.5,7.5,7.25,4.75,,,,,,2.8,N1,Ha Tinh
HT1213172,,5.0,6.5,3.75,3.25,3.75,,,,,,2.8,N1,Ha Tinh
HT1208548,,4.0,6.5,,,,3.5,5.0,6.75,,,2.4,N1,Ha Tinh
HT1213102,,8.4,6.5,3.75,8.0,9.0,,,,,,3.2,N1,Ha Tinh
HT1213099,,4.8,6.5,,,,4.0,5.5,9.25,,,5.0,N1,Ha Tinh
HT1209091,,9.2,6.5,8.5,4.5,4.5,,,,,,8.6,N1,Ha Tinh
HT1209093,,4.2,6.5,,,,4.5,4.25,7.5,,,2.4,N1,Ha Tinh
HT1216339,,6.6,6.5,,,,3.5,4.25,6.75,,,3.8,N1,Ha Tinh
HT1209095,,5.0,6.5,,,,6.25,7.25,6.75,,,3.0,N1,Ha Tinh
HT1213085,,7.0,6.5,,,,5.5,6.75,7.25,,,9.0,N1,Ha Tinh
