Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1200918,,5.2,6.75,,,,3.0,6.75,7.25,,,2.8,N1,Ha Tinh
HT1206011,,7.0,6.75,,,,5.25,7.25,8.0,,,3.2,N1,Ha Tinh
HT1207114,,7.0,6.75,6.75,6.75,4.75,,,,,,3.6,N1,Ha Tinh
HT1201307,,8.0,6.75,7.25,7.75,4.5,,,,,,2.8,N1,Ha Tinh
HT1200458,,7.4,6.75,,,,5.75,6.75,8.25,,,5.2,N1,Ha Tinh
HT1201296,,5.0,6.75,,,,7.0,6.75,8.25,,,2.4,N1,Ha Tinh
HT1204993,,4.2,6.75,,,,5.75,8.0,8.5,,,3.8,N1,Ha Tinh
HT1207124,,5.4,6.75,,,,8.0,7.75,7.5,,,2.0,N1,Ha Tinh
HT1204998,,5.4,6.75,,,,4.5,6.5,8.0,,,2.4,N1,Ha Tinh
HT1203944,,6.6,6.75,7.0,5.25,5.5,,,,,,5.4,N1,Ha Tinh
HT1201303,,5.4,6.75,,,,4.75,6.0,7.75,,,3.6,N1,Ha Tinh
HT1200916,,4.8,6.75,,,,3.75,4.75,7.0,,,2.4,N1,Ha Tinh
HT1200930,,4.2,6.75,,,,5.25,6.0,8.75,,,3.0,N1,Ha Tinh
HT1200452,,6.4,6.75,6.5,6.75,6.5,,,,,,2.6,N1,Ha Tinh
HT1204914,,3.6,6.75,,,,5.5,5.5,8.5,,,3.4,N1,Ha Tinh
HT1205993,,4.8,6.75,,,,2.75,5.0,7.25,,,4.0,N1,Ha Tinh
HT1201306,,6.4,6.75,,,,5.75,7.5,10.0,,,8.4,N1,Ha Tinh
HT1200457,,6.6,6.75,,,,5.0,6.0,8.75,,,3.4,N1,Ha Tinh
HT1204708,,4.4,6.75,,,,5.75,7.5,8.75,,,4.0,N1,Ha Tinh
HT1201936,,2.8,6.75,,,,4.0,5.75,7.25,,,2.6,N1,Ha Tinh
HT1207121,,5.8,6.75,,,,4.0,5.0,7.0,,,2.2,N1,Ha Tinh
HT1207793,,5.0,6.75,5.25,5.75,4.5,,,,,,3.8,N1,Ha Tinh
HT1205121,,5.0,6.75,3.25,3.5,5.0,,,,,,3.2,N1,Ha Tinh
HT1205123,,2.8,6.75,,,,3.75,4.5,5.5,,,2.8,N1,Ha Tinh
HT1208238,,5.8,6.75,,,,5.75,8.5,9.0,,,2.0,N1,Ha Tinh
HT1207126,,7.6,6.75,7.0,3.75,3.0,,,,,,8.4,N1,Ha Tinh
HT1207119,,4.4,6.75,,,,4.5,5.75,8.75,,,6.6,N1,Ha Tinh
HT1204226,,7.8,6.75,,,,5.75,6.75,8.5,,,5.2,N1,Ha Tinh
HT1201965,,6.6,6.75,,,,3.25,6.0,7.0,,,6.8,N1,Ha Tinh
HT1201913,,7.2,6.75,5.75,6.25,3.0,,,,,,2.6,N1,Ha Tinh
HT1201915,,4.0,6.75,,,,2.75,5.75,5.5,,,3.4,N1,Ha Tinh
HT1200010,,5.4,6.75,,,,5.0,8.0,7.5,,,2.6,N1,Ha Tinh
HT1203458,,5.6,6.75,,,,3.75,7.0,8.75,,,4.4,N1,Ha Tinh
HT1200251,,5.4,6.75,,,,4.25,6.75,6.75,,,2.2,N1,Ha Tinh
HT1203518,,6.0,6.75,,,,5.5,6.25,6.75,,,3.8,N1,Ha Tinh
HT1207070,,5.8,6.75,,,,3.5,6.5,7.0,,,4.0,N1,Ha Tinh
HT1205988,,4.4,6.75,,,,5.25,6.0,7.0,,,2.6,N1,Ha Tinh
HT1201912,,2.2,6.75,,,,2.75,5.0,7.25,,,1.8,N1,Ha Tinh
HT1207812,,6.6,6.75,,,,8.0,7.75,6.75,,,3.6,N1,Ha Tinh
HT1201873,,4.2,6.75,,,,5.0,4.75,8.25,,,1.6,N1,Ha Tinh
HT1203957,,4.8,6.75,,,,4.75,4.75,6.0,,,3.6,N1,Ha Tinh
HT1205464,,4.2,6.75,,,,4.0,6.5,8.0,,,3.2,N1,Ha Tinh
HT1203496,,2.4,6.75,,,,2.5,4.5,7.25,,,2.8,N1,Ha Tinh
HT1203451,,4.0,6.75,,,,5.0,7.75,8.0,,,2.2,N1,Ha Tinh
HT1205468,,5.6,6.75,,,,4.75,7.0,8.25,,,4.2,N1,Ha Tinh
HT1204067,,5.4,6.75,,,,5.5,7.0,9.0,,,2.8,N1,Ha Tinh
HT1207942,,3.6,6.66,,,,6.75,6.5,8.0,,,2.2,N1,Ha Tinh
HT1201522,,8.2,6.58,7.25,4.75,4.25,,,,,,7.2,N1,Ha Tinh
HT1205403,,3.6,6.58,,,,3.75,6.75,8.75,,,2.6,N1,Ha Tinh
HT1205757,,5.0,6.5,,,,3.5,4.25,5.25,,,3.6,N1,Ha Tinh
HT1204407,,6.6,6.5,5.25,5.5,5.25,,,,,,4.6,N1,Ha Tinh
HT1205625,,6.4,6.5,,,,5.25,7.0,8.0,,,3.8,N1,Ha Tinh
HT1206460,,5.8,6.5,,,,3.75,7.0,6.25,,,3.0,N1,Ha Tinh
HT1203825,,8.6,6.5,4.0,8.0,7.25,,,,,,3.6,N1,Ha Tinh
HT1203943,,5.6,6.5,,,,3.25,6.5,6.75,,,4.4,N1,Ha Tinh
HT1206462,,6.8,6.5,,,,3.75,5.5,8.0,,,4.0,N1,Ha Tinh
HT1204014,,4.0,6.5,,,,2.5,7.25,5.0,,,4.6,N1,Ha Tinh
HT1203916,,4.0,6.5,,,,3.25,6.25,8.0,,,3.0,N1,Ha Tinh
HT1208259,,9.2,6.5,8.5,8.5,6.0,,,,,,3.0,N1,Ha Tinh
HT1203914,,6.6,6.5,8.0,5.75,5.0,,,,,,4.6,N1,Ha Tinh
HT1205619,,4.4,6.5,,,,3.25,5.75,8.0,,,6.0,N1,Ha Tinh
HT1204074,,5.6,6.5,,,,3.25,5.0,7.75,,,5.2,N1,Ha Tinh
HT1205549,,4.4,6.5,,,,3.75,6.0,8.5,,,3.0,N1,Ha Tinh
HT1203808,,4.0,6.5,,,,2.75,6.5,6.75,,,3.4,N1,Ha Tinh
HT1205685,,5.4,6.5,,,,4.75,8.0,9.0,,,2.2,N1,Ha Tinh
HT1202800,,4.4,6.5,,,,4.75,6.5,7.5,,,3.8,N1,Ha Tinh
HT1205687,,6.8,6.5,,,,6.25,7.25,8.5,,,7.8,N1,Ha Tinh
HT1205311,,4.6,6.5,,,,6.5,7.0,7.75,,,3.2,N1,Ha Tinh
HT1202803,,7.0,6.5,,,,6.75,7.75,7.75,,,5.6,N1,Ha Tinh
HT1205338,,3.2,6.5,,,,3.75,5.25,7.25,,,2.0,N1,Ha Tinh
HT1205688,,5.2,6.5,,,,4.25,6.5,8.0,,,3.0,N1,Ha Tinh
HT1205591,,7.6,6.5,7.25,6.0,4.0,,,,,,1.4,N1,Ha Tinh
HT1200353,,4.6,6.5,,,,4.0,4.75,6.25,,,2.6,N1,Ha Tinh
HT1200597,,7.0,6.5,,,,5.75,6.75,9.0,,,2.6,N1,Ha Tinh
HT1200622,,6.0,6.5,,,,5.25,6.5,7.25,,,4.8,N1,Ha Tinh
HT1202938,,7.8,6.5,7.75,7.0,6.25,,,,,,3.0,N1,Ha Tinh
HT1206401,,5.2,6.5,,,,3.0,5.75,8.25,,,4.6,N1,Ha Tinh
HT1206514,,6.0,6.5,,,,5.5,6.0,8.75,,,3.0,N1,Ha Tinh
HT1200601,,4.6,6.5,,,,4.0,6.75,7.0,,,1.8,N1,Ha Tinh
HT1200602,,5.6,6.5,,,,6.25,7.25,8.25,,,4.6,N1,Ha Tinh
HT1205689,,4.4,6.5,,,,3.75,6.5,8.75,,,2.8,N1,Ha Tinh
HT1205690,,7.6,6.5,,,,3.5,6.5,8.5,,,5.4,N1,Ha Tinh
HT1200299,,6.2,6.5,,,,6.5,6.75,7.25,,,3.8,N1,Ha Tinh
HT1205693,,7.6,6.5,6.5,2.75,2.5,,,,,,3.4,N1,Ha Tinh
HT1206402,,2.2,6.5,,,,3.0,6.25,5.5,,,2.2,N1,Ha Tinh
HT1206403,,5.2,6.5,5.0,2.75,3.5,,,,,,5.2,N1,Ha Tinh
HT1203925,,5.6,6.5,,,,5.5,6.5,7.25,,,3.8,N1,Ha Tinh
HT1202815,,5.6,6.5,,,,4.75,7.0,8.0,,,3.2,N1,Ha Tinh
HT1205571,,5.2,6.5,,,,5.0,5.0,7.5,,,4.2,N1,Ha Tinh
HT1204077,,3.6,6.5,,,,3.25,5.25,7.5,,,4.4,N1,Ha Tinh
HT1206408,,6.8,6.5,,,,5.25,6.0,6.25,,,4.2,N1,Ha Tinh
HT1205577,,6.0,6.5,5.0,6.0,6.25,,,,,,3.2,N1,Ha Tinh
HT1203828,,5.6,6.5,,,,4.5,7.0,8.5,,,4.6,N1,Ha Tinh
HT1208222,,7.0,6.5,6.75,7.25,5.0,,,,,,4.6,N1,Ha Tinh
HT1203985,,,6.5,,,,4.25,6.25,,,,,,Ha Tinh
HT1206425,,8.0,6.5,7.75,6.25,3.25,,,,,,4.0,N1,Ha Tinh
HT1205708,,8.4,6.5,6.25,7.25,1.75,,,,,,4.6,N1,Ha Tinh
HT1205574,,3.4,6.5,,,,3.25,5.25,8.0,,,3.6,N1,Ha Tinh
HT1205712,,4.6,6.5,,,,4.5,5.75,6.75,,,6.4,N1,Ha Tinh
HT1200311,,6.2,6.5,3.75,3.25,4.75,,,,,,3.4,N1,Ha Tinh
HT1206428,,7.8,6.5,7.75,5.25,5.5,,,,,,8.0,N1,Ha Tinh
HT1205665,,6.8,6.5,6.25,4.25,2.75,,,,,,7.4,N1,Ha Tinh
HT1203892,,6.6,6.5,6.5,5.0,4.75,,,,,,5.6,N1,Ha Tinh
HT1205653,,5.2,6.5,,,,5.5,6.0,6.5,,,2.8,N1,Ha Tinh
HT1203955,,6.2,6.5,,,,4.25,5.5,7.75,,,4.0,N1,Ha Tinh
HT1205729,,3.0,6.5,,,,3.5,5.75,8.5,,,2.6,N1,Ha Tinh
HT1205725,,4.2,6.5,,,,4.0,5.5,6.75,,,3.2,N1,Ha Tinh
HT1200632,,7.2,6.5,6.75,6.0,7.5,,,,,,4.2,N1,Ha Tinh
HT1205705,,7.2,6.5,,,,8.25,9.0,8.75,,,4.8,N1,Ha Tinh
HT1208036,,6.2,6.5,,,,5.25,6.5,8.25,,,2.4,N1,Ha Tinh
HT1203973,,6.4,6.5,,,,5.5,6.75,9.0,,,3.0,N1,Ha Tinh
HT1203865,,4.0,6.5,,,,1.75,4.75,5.75,,,2.8,N1,Ha Tinh
HT1208223,,6.8,6.5,5.5,6.0,5.25,,,,,,3.4,N1,Ha Tinh
HT1202898,,6.8,6.5,6.0,4.5,6.25,,,,,,3.4,N1,Ha Tinh
HT1200313,,8.2,6.5,7.75,6.0,5.75,,,,,,4.6,N1,Ha Tinh
HT1208253,,4.4,6.5,,,,4.25,5.75,8.25,,,3.8,N1,Ha Tinh
HT1200314,,6.4,6.5,,,,3.75,6.5,8.25,,,5.8,N1,Ha Tinh
HT1205719,,4.6,6.5,,,,3.0,6.0,7.25,,,2.8,N1,Ha Tinh
HT1200610,,4.4,6.5,,,,4.5,5.0,7.0,,,4.0,N1,Ha Tinh
HT1204416,,5.8,6.5,,,,6.0,7.5,9.0,,,5.0,N1,Ha Tinh
HT1200633,,7.2,6.5,7.25,6.0,4.75,,,,,,3.0,N1,Ha Tinh
HT1202895,,4.6,6.5,,,,2.75,5.75,6.25,,,3.4,N1,Ha Tinh
HT1208338,,6.8,6.5,,,,4.75,6.75,8.5,,,3.6,N1,Ha Tinh
HT1203852,,5.8,6.5,,,,4.5,8.0,8.0,,,3.4,N1,Ha Tinh
HT1204058,,7.6,6.5,6.0,6.0,8.0,,,,,,5.4,N1,Ha Tinh
HT1206414,,3.6,6.5,,,,3.0,6.25,7.25,,,4.4,N1,Ha Tinh
HT1204008,,5.0,6.5,,,,4.25,6.5,7.5,,,3.2,N1,Ha Tinh
HT1200347,,6.2,6.5,,,,6.25,6.75,6.0,,,4.2,N1,Ha Tinh
HT1205630,,7.2,6.5,,,,6.25,7.25,8.75,,,6.6,N1,Ha Tinh
HT1202927,,5.0,6.5,,,,4.5,6.25,7.75,,,4.2,N1,Ha Tinh
HT1204108,,5.4,6.5,,,,3.5,4.5,6.0,,,2.2,N1,Ha Tinh
HT1206465,,4.0,6.5,,,,5.25,7.0,8.75,,,2.6,N1,Ha Tinh
HT1205581,,6.4,6.5,,,,5.25,7.75,8.75,,,2.8,N1,Ha Tinh
HT1203960,,6.0,6.5,,,,2.5,6.5,7.5,,,3.8,N1,Ha Tinh
HT1206412,,9.4,6.5,7.5,7.5,3.25,,,,,,3.8,N1,Ha Tinh
HT1202924,,6.4,6.5,,,,5.0,6.75,8.25,,,2.6,N1,Ha Tinh
HT1202851,,4.0,6.5,,,,2.5,5.5,5.25,,,1.6,N1,Ha Tinh
HT1205553,,7.8,6.5,6.75,5.25,4.75,,,,,,3.4,N1,Ha Tinh
HT1208240,,2.2,6.5,,,,4.0,5.5,6.75,,,3.8,N1,Ha Tinh
HT1204410,,6.6,6.5,7.5,6.25,4.75,,,,,,3.0,N1,Ha Tinh
HT1200605,,5.4,6.5,,,,5.25,7.75,7.5,,,3.8,N1,Ha Tinh
HT1203908,,5.8,6.5,,,,5.75,7.5,8.25,,,4.6,N1,Ha Tinh
HT1204103,,6.8,6.5,,,,8.5,7.0,8.75,,,4.0,N1,Ha Tinh
HT1203994,,6.2,6.5,4.25,5.75,4.25,,,,,,3.2,N1,Ha Tinh
HT1206445,,4.0,6.5,,,,3.25,6.0,6.25,,,3.8,N1,Ha Tinh
HT1205642,,5.0,6.5,,,,4.5,7.5,7.75,,,4.2,N1,Ha Tinh
HT1203990,,8.0,6.5,5.25,6.0,4.0,,,,,,3.0,N1,Ha Tinh
HT1200309,,4.2,6.5,,,,5.5,7.5,,,,,,Ha Tinh
HT1200345,,5.8,6.5,3.25,3.5,2.5,,,,,,3.2,N1,Ha Tinh
HT1200344,,5.2,6.5,,,,2.5,5.5,6.25,,,4.0,N1,Ha Tinh
HT1203851,,6.2,6.5,,,,3.5,6.25,6.75,,,2.8,N1,Ha Tinh
HT1203988,,5.6,6.5,,,,5.5,5.25,8.0,,,3.6,N1,Ha Tinh
HT1205645,,3.2,6.5,,,,3.25,4.5,8.25,,,4.4,N1,Ha Tinh
HT1203986,,3.4,6.5,,,,3.75,6.0,6.25,,,3.2,N1,Ha Tinh
HT1204402,,8.0,6.5,6.75,4.5,5.0,,,,,,3.2,N1,Ha Tinh
HT1206127,,2.4,6.5,,,,3.0,5.5,5.5,,,1.6,N1,Ha Tinh
HT1200592,,9.0,6.5,8.5,3.5,4.25,,,,,,9.0,N1,Ha Tinh
HT1206005,,5.8,6.5,,,,6.75,8.0,8.75,,,4.6,N1,Ha Tinh
HT1203193,,7.8,6.5,7.25,4.0,5.0,,,,,,7.0,N1,Ha Tinh
HT1206198,,5.4,6.5,,,,5.75,6.75,7.75,,,6.6,N1,Ha Tinh
HT1203197,,8.4,6.5,7.75,5.0,5.0,,,,,,8.4,N1,Ha Tinh
HT1208285,,5.0,6.5,,,,4.75,6.5,7.75,,,2.8,N1,Ha Tinh
HT1203462,,5.6,6.5,,,,5.0,7.0,8.25,,,3.6,N1,Ha Tinh
HT1203455,,4.4,6.5,,,,4.75,6.75,6.5,,,3.2,N1,Ha Tinh
HT1206194,,4.8,6.5,,,,7.25,7.5,7.75,,,2.6,N1,Ha Tinh
HT1208140,,6.6,6.5,,,,6.5,6.25,8.0,,,2.6,N1,Ha Tinh
HT1206015,,5.0,6.5,,,,4.0,7.25,8.25,,,3.0,N1,Ha Tinh
HT1206017,,6.4,6.5,,,,4.5,6.5,7.5,,,2.8,N1,Ha Tinh
HT1208101,,3.6,6.5,,,,3.5,5.5,,,,,,Ha Tinh
HT1203441,,6.4,6.5,,,,5.75,6.5,9.0,,,3.6,N1,Ha Tinh
HT1200213,,5.6,6.5,,,,4.5,6.75,8.5,,,5.0,N1,Ha Tinh
HT1204227,,4.4,6.5,,,,4.0,5.0,8.0,,,4.4,N1,Ha Tinh
HT1206185,,6.4,6.5,,,,4.0,6.5,6.5,,,5.2,N1,Ha Tinh
HT1205454,,6.0,6.5,6.5,7.0,4.75,,,,,,5.8,N1,Ha Tinh
HT1204432,,5.4,6.5,5.25,6.5,3.75,,,,,,2.2,N1,Ha Tinh
HT1203218,,3.2,6.5,,,,4.25,5.25,7.0,,,3.8,N1,Ha Tinh
HT1206179,,7.4,6.5,,,,6.25,6.75,7.75,,,6.2,N1,Ha Tinh
HT1200531,,7.8,6.5,7.0,5.5,4.5,,,,,,5.6,N1,Ha Tinh
HT1205453,,4.8,6.5,,,,7.5,7.75,8.75,,,7.4,N1,Ha Tinh
HT1203475,,7.2,6.5,,,,5.25,4.25,6.75,,,4.6,N1,Ha Tinh
HT1204311,,6.2,6.5,,,,5.75,8.25,9.25,,,3.4,N1,Ha Tinh
HT1203552,,8.0,6.5,,,,5.0,6.25,5.75,,,7.6,N1,Ha Tinh
HT1206208,,5.4,6.5,,,,5.0,3.75,5.25,,,2.6,N1,Ha Tinh
HT1203543,,6.6,6.5,5.75,5.75,5.0,,,,,,4.4,N1,Ha Tinh
HT1208278,,6.2,6.5,,,,4.75,8.25,9.75,,,3.2,N1,Ha Tinh
HT1205958,,4.8,6.5,,,,4.25,7.0,8.75,,,3.4,N1,Ha Tinh
HT1203138,,6.0,6.5,,,,6.5,7.25,8.75,,,4.4,N1,Ha Tinh
HT1205966,,3.8,6.5,,,,4.5,6.0,7.0,,,2.2,N1,Ha Tinh
HT1206234,,5.0,6.5,,,,3.75,4.75,8.75,,,4.8,N1,Ha Tinh
HT1203142,,7.2,6.5,6.0,4.5,4.0,,,,,,3.0,N1,Ha Tinh
HT1203145,,7.0,6.5,6.5,5.0,4.5,,,,,,4.6,N1,Ha Tinh
HT1205972,,6.4,6.5,,,,8.0,,,,,,,Ha Tinh
HT1203512,,7.4,6.5,,,,6.75,7.25,8.25,,,3.6,N1,Ha Tinh
HT1203151,,4.6,6.5,5.5,6.5,5.25,,,,,,3.6,N1,Ha Tinh
HT1200553,,7.6,6.5,6.0,6.0,4.0,,,,,,2.6,N1,Ha Tinh
HT1203505,,6.4,6.5,4.5,5.25,5.25,,,,,,2.8,N1,Ha Tinh
HT1205388,,6.2,6.5,,,,5.0,8.75,8.5,,,2.6,N1,Ha Tinh
HT1200549,,5.8,6.5,,,,3.5,5.0,8.25,,,3.0,N1,Ha Tinh
HT1205390,,7.8,6.5,6.75,6.25,3.25,,,,,,2.6,N1,Ha Tinh
HT1203161,,5.8,6.5,,,,3.0,8.5,7.5,,,2.6,N1,Ha Tinh
HT1203167,,5.8,6.5,,,,5.25,7.0,8.25,,,3.6,N1,Ha Tinh
HT1208310,,7.0,6.5,,,,6.0,6.25,7.5,,,3.6,N1,Ha Tinh
HT1205987,,5.6,6.5,,,,4.75,7.25,8.0,,,3.2,N1,Ha Tinh
HT1204313,,6.4,6.5,,,,2.75,6.5,6.75,,,3.2,N1,Ha Tinh
HT1204234,,7.4,6.5,,,,5.75,6.0,8.25,,,5.0,N1,Ha Tinh
HT1203229,,4.2,6.5,,,,3.5,7.0,7.75,,,3.2,N1,Ha Tinh
HT1204300,,8.2,6.5,7.75,7.0,4.25,,,,,,3.8,N1,Ha Tinh
HT1204237,,5.4,6.5,4.25,3.0,2.75,,,,,,5.0,N1,Ha Tinh
HT1200220,,6.8,6.5,,,,5.0,5.5,8.5,,,2.2,N1,Ha Tinh
HT1205409,,9.0,6.5,7.75,7.5,5.75,,,,,,7.6,N1,Ha Tinh
HT1205425,,7.4,6.5,4.5,6.75,6.75,,,,,,4.6,N1,Ha Tinh
HT1205424,,4.8,6.5,,,,3.75,6.0,7.0,,,3.6,N1,Ha Tinh
HT1200496,,6.6,6.5,4.25,4.5,4.5,,,,,,2.6,N1,Ha Tinh
HT1205423,,3.6,6.5,,,,5.75,6.75,8.5,,,3.4,N1,Ha Tinh
HT1206138,,8.4,6.5,5.75,8.0,8.5,,,,,,3.4,N1,Ha Tinh
HT1203288,,7.2,6.5,6.25,7.5,5.5,,,,,,4.0,N1,Ha Tinh
HT1204270,,5.6,6.5,,,,3.5,4.25,6.75,,,3.8,N1,Ha Tinh
HT1206107,,7.2,6.5,4.0,4.75,4.75,,,,,,3.6,N1,Ha Tinh
HT1203322,,4.6,6.5,,,,5.5,7.5,8.5,,,4.0,N1,Ha Tinh
HT1200505,,6.0,6.5,,,,4.5,4.5,6.75,,,4.0,N1,Ha Tinh
HT1203321,,6.4,6.5,5.25,3.25,5.75,,,,,,3.6,N1,Ha Tinh
HT1206134,,4.4,6.5,,,,3.75,7.0,9.0,,,2.0,N1,Ha Tinh
HT1203314,,4.6,6.5,,,,4.0,7.25,9.25,,,3.8,N1,Ha Tinh
HT1204279,,5.0,6.5,,,,4.0,6.25,8.75,,,3.8,N1,Ha Tinh
HT1206117,,4.8,6.5,,,,4.5,7.5,7.5,,,3.8,N1,Ha Tinh
HT1205413,,3.2,6.5,,,,3.25,6.75,7.0,,,2.6,N1,Ha Tinh
HT1203310,,8.2,6.5,,,,3.0,7.25,8.25,,,5.6,N1,Ha Tinh
HT1203309,,5.8,6.5,,,,4.25,6.0,6.5,,,3.8,N1,Ha Tinh
HT1206129,,5.4,6.5,,,,4.75,6.0,7.75,,,3.0,N1,Ha Tinh
HT1206086,,6.8,6.5,,,,4.0,7.25,6.75,,,5.2,N1,Ha Tinh
HT1203352,,7.2,6.5,,,,4.0,6.75,8.25,,,6.4,N1,Ha Tinh
HT1206154,,8.2,6.5,7.25,6.5,4.0,,,,,,3.8,N1,Ha Tinh
HT1203392,,3.6,6.5,,,,4.25,5.25,7.25,,,2.6,N1,Ha Tinh
HT1208294,,5.0,6.5,,,,3.5,5.5,8.0,,,4.0,N1,Ha Tinh
HT1203236,,5.2,6.5,,,,3.25,4.5,5.5,,,3.6,N1,Ha Tinh
HT1206040,,9.6,6.5,8.5,8.5,4.75,,,,,,6.2,N1,Ha Tinh
HT1205444,,5.2,6.5,,,,5.5,6.5,7.75,,,3.8,N1,Ha Tinh
HT1200522,,5.0,6.5,,,,5.0,7.5,8.5,,,3.2,N1,Ha Tinh
HT1203243,,5.2,6.5,,,,4.75,6.5,8.75,,,2.4,N1,Ha Tinh
HT1208131,,7.8,6.5,6.0,7.0,3.5,,,,,,4.0,N1,Ha Tinh
HT1200520,,4.8,6.5,,,,2.5,5.0,7.5,,,2.2,N1,Ha Tinh
HT1203246,,8.2,6.5,7.75,7.75,5.0,,,,,,3.6,N1,Ha Tinh
HT1200476,,6.0,6.5,,,,4.75,5.75,8.25,,,4.0,N1,Ha Tinh
HT1200218,,6.4,6.5,,,,3.25,5.75,7.25,,,4.4,N1,Ha Tinh
HT1206055,,4.6,6.5,,,,3.25,5.5,5.25,,,2.6,N1,Ha Tinh
HT1208300,,5.6,6.5,,,,5.0,8.5,6.5,,,3.0,N1,Ha Tinh
HT1200513,,2.6,6.5,,,,4.0,6.5,7.0,,,2.2,N1,Ha Tinh
HT1206160,,6.6,6.5,,,,5.75,7.75,9.0,,,3.4,N1,Ha Tinh
HT1206062,,7.2,6.5,,,,6.75,9.0,9.0,,,4.4,N1,Ha Tinh
HT1205432,,5.8,6.5,,,,5.25,7.25,7.5,,,3.8,N1,Ha Tinh
HT1206157,,6.4,6.5,,,,5.25,6.25,8.0,,,5.2,N1,Ha Tinh
HT1208303,,4.6,6.5,,,,4.5,5.75,7.0,,,2.8,N1,Ha Tinh
HT1203357,,8.2,6.5,7.0,6.5,4.75,,,,,,4.6,N1,Ha Tinh
HT1206242,,3.4,6.5,,,,5.0,8.0,7.5,,,2.6,N1,Ha Tinh
HT1206243,,5.8,6.5,,,,6.0,7.0,9.25,,,3.6,N1,Ha Tinh
HT1204115,,5.8,6.5,,,,4.0,6.75,7.25,,,3.6,N1,Ha Tinh
HT1206343,,8.4,6.5,,,,5.25,7.0,7.75,,,8.2,N1,Ha Tinh
HT1204132,,7.6,6.5,8.0,4.5,5.25,,,,,,8.0,N1,Ha Tinh
HT1203005,,6.0,6.5,6.5,2.75,4.5,,,,,,3.0,N1,Ha Tinh
HT1203737,,5.2,6.5,,,,4.25,5.25,9.0,,,3.4,N1,Ha Tinh
HT1203734,,7.0,6.5,,,,3.75,7.75,9.25,,,6.4,N1,Ha Tinh
HT1204137,,6.2,6.5,,,,5.25,7.0,9.0,,,4.4,N1,Ha Tinh
HT1205823,,4.4,6.5,,,,6.0,8.0,9.5,,,2.6,N1,Ha Tinh
HT1203729,,7.2,6.5,3.5,6.25,7.5,,,,,,2.8,N1,Ha Tinh
HT1208056,,6.4,6.5,,,,3.25,5.75,9.0,,,3.4,N1,Ha Tinh
HT1203012,,4.0,6.5,,,,5.5,7.75,7.75,,,2.8,N1,Ha Tinh
HT1200581,,2.0,6.5,,,,4.0,3.75,6.0,,,1.8,N1,Ha Tinh
HT1205833,,5.8,6.5,,,,4.5,5.5,6.0,,,5.2,N1,Ha Tinh
HT1205524,,,6.5,,,,7.25,7.75,,,,,,Ha Tinh
HT1208192,,5.8,6.5,,,,4.0,5.75,8.0,,,2.6,N1,Ha Tinh
HT1205353,,6.8,6.5,3.25,5.0,6.0,,,,,,2.8,N1,Ha Tinh
HT1203028,,6.2,6.5,,,,3.5,5.0,5.5,,,3.2,N1,Ha Tinh
HT1205836,,7.6,6.5,6.75,5.0,4.5,,,,,,5.2,N1,Ha Tinh
HT1200378,,7.2,6.5,6.75,7.5,5.75,,,,,,3.0,N1,Ha Tinh
HT1206321,,7.2,6.5,6.5,7.25,4.25,,,,,,6.2,N1,Ha Tinh
HT1203035,,6.2,6.5,,,,9.0,8.0,9.0,,,2.2,N1,Ha Tinh
HT1200275,,6.8,6.5,4.75,7.5,6.75,,,,,,5.2,N1,Ha Tinh
HT1200191,,8.0,6.5,6.5,7.0,4.5,,,,,,5.6,N1,Ha Tinh
HT1205538,,5.4,6.5,,,,5.75,6.75,8.25,,,2.6,N1,Ha Tinh
HT1203747,,5.0,6.5,,,,5.5,6.75,6.0,,,3.8,N1,Ha Tinh
HT1206245,,6.2,6.5,,,,6.0,6.25,8.25,,,3.8,N1,Ha Tinh
HT1200371,,6.6,6.5,4.75,4.75,3.5,7.75,7.25,7.5,,,3.2,N1,Ha Tinh
HT1202954,,5.8,6.5,,,,3.5,6.25,9.0,,,3.6,N1,Ha Tinh
HT1206389,,3.6,6.5,,,,4.25,5.25,6.75,,,4.4,N1,Ha Tinh
HT1205548,,5.4,6.5,,,,3.25,7.0,7.5,,,3.8,N1,Ha Tinh
HT1203804,,5.2,6.5,,,,3.0,4.5,7.0,,,2.4,N1,Ha Tinh
HT1204118,,4.4,6.5,,,,4.25,6.25,7.25,,,4.2,N1,Ha Tinh
HT1203800,,5.6,6.5,,,,6.0,7.25,8.75,,,3.6,N1,Ha Tinh
HT1202967,,5.2,6.5,,,,5.0,6.0,7.5,,,2.6,N1,Ha Tinh
HT1202968,,5.6,6.5,,,,3.5,6.75,8.0,,,3.4,N1,Ha Tinh
HT1204121,,7.2,6.5,4.5,5.5,4.5,,,,,,3.6,N1,Ha Tinh
HT1208210,,2.6,6.5,,,,2.5,3.5,,,,,,Ha Tinh
HT1208208,,7.6,6.5,,,,4.75,7.0,8.75,,,4.4,N1,Ha Tinh
HT1203781,,6.4,6.5,,,,6.25,8.75,6.5,,,2.6,N1,Ha Tinh
HT1203779,,5.6,6.5,,,,4.5,5.5,7.0,,,5.0,N1,Ha Tinh
HT1203772,,5.0,6.5,,,,4.75,6.25,8.0,,,2.6,N1,Ha Tinh
