Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1208125,,6.2,8.5,,,,10.0,9.0,6.0,,,7.6,N1,Ha Tinh
HT1208126,,8.8,6.75,7.0,7.25,4.5,,,,,,4.2,N1,Ha Tinh
HT1208127,,4.2,4.75,,,,2.75,6.0,7.25,,,3.6,N1,Ha Tinh
HT1208128,,3.4,6.0,,,,4.5,6.75,6.5,,,2.4,N1,Ha Tinh
HT1208129,,6.6,5.75,,,,5.75,9.0,8.25,,,3.2,N1,Ha Tinh
HT1208130,,4.8,5.75,,,,4.75,6.5,8.25,,,3.6,N1,Ha Tinh
HT1208131,,7.8,6.5,6.0,7.0,3.5,,,,,,4.0,N1,Ha Tinh
HT1208132,,6.0,5.25,,,,3.5,5.0,8.25,,,2.0,N1,Ha Tinh
HT1208133,,3.8,4.5,,,,3.0,4.75,6.25,,,3.0,N1,Ha Tinh
HT1208134,,7.2,6.0,5.75,5.5,4.0,,,,,,3.8,N1,Ha Tinh
HT1208135,,5.2,7.25,,,,6.25,8.0,8.25,,,2.8,N1,Ha Tinh
HT1208136,,5.6,7.25,,,,4.25,6.5,6.75,,,4.2,N1,Ha Tinh
HT1208137,,6.6,6.75,4.75,6.0,6.5,,,,,,3.8,N1,Ha Tinh
HT1208138,,4.8,7.0,,,,2.75,4.75,6.5,,,3.6,N1,Ha Tinh
HT1208139,,6.4,6.75,,,,5.25,8.0,8.5,,,3.8,N1,Ha Tinh
HT1208140,,6.6,6.5,,,,6.5,6.25,8.0,,,2.6,N1,Ha Tinh
HT1208141,,6.8,7.0,,,,7.75,8.5,9.75,,,5.8,N1,Ha Tinh
HT1208142,,4.8,6.0,,,,3.5,5.5,7.25,,,3.0,N1,Ha Tinh
HT1208143,,3.0,7.0,,,,6.0,6.0,8.25,,,3.2,N1,Ha Tinh
HT1208144,,5.0,5.25,5.25,5.5,3.5,,,,,,5.0,N1,Ha Tinh
HT1208145,,6.6,6.25,,,,4.5,7.0,8.25,,,4.2,N1,Ha Tinh
HT1208146,,5.0,5.0,,,,4.5,5.5,6.75,,,3.0,N1,Ha Tinh
HT1208147,,4.4,5.5,,,,5.25,6.25,6.5,,,3.2,N1,Ha Tinh
HT1208148,,9.2,5.0,8.75,9.25,3.5,,,,,,5.2,N1,Ha Tinh
HT1208149,,8.0,7.75,,,,6.75,6.25,8.0,,,7.6,N1,Ha Tinh
HT1208150,,6.6,6.0,3.5,3.0,3.25,,,,,,3.6,N1,Ha Tinh
HT1208151,,5.2,6.25,,,,4.0,6.25,8.5,,,2.6,N1,Ha Tinh
HT1208152,,6.2,7.0,,,,7.0,7.0,9.0,,,4.2,N1,Ha Tinh
HT1208153,,6.6,3.5,5.75,2.5,2.5,,,,,,3.2,N1,Ha Tinh
HT1208154,,4.0,5.75,,,,2.25,6.5,6.25,,,2.8,N1,Ha Tinh
HT1208155,,5.8,6.0,,,,4.0,5.5,8.25,,,2.6,N1,Ha Tinh
HT1208156,,5.6,5.0,,,,3.5,6.0,7.25,,,1.8,N1,Ha Tinh
HT1208157,,7.0,6.0,,,,5.75,5.75,7.75,,,5.2,N1,Ha Tinh
HT1208158,,5.2,6.0,,,,4.25,6.5,8.0,,,3.2,N1,Ha Tinh
HT1208159,,3.4,5.5,,,,2.5,5.25,8.25,,,2.8,N1,Ha Tinh
HT1208160,,2.8,6.5,,,,3.5,6.25,7.5,,,3.2,N1,Ha Tinh
HT1208161,,2.0,3.0,,,,3.0,5.25,,,,,,Ha Tinh
HT1208162,,8.2,6.75,8.0,8.25,5.25,,,,,,3.6,N1,Ha Tinh
HT1208163,,8.6,5.0,8.25,6.5,4.25,,,,,,3.4,N1,Ha Tinh
HT1208164,,3.4,6.75,,,,3.25,5.5,8.25,,,3.2,N1,Ha Tinh
HT1208165,,5.0,8.0,,,,9.0,9.0,8.75,,,3.0,N1,Ha Tinh
HT1208166,,4.6,5.25,,,,6.0,8.0,8.0,,,4.6,N1,Ha Tinh
HT1208167,,5.8,5.5,,,,4.75,6.5,7.0,,,3.4,N1,Ha Tinh
HT1208168,,7.8,7.75,7.25,5.5,4.0,,,,,,7.4,N1,Ha Tinh
HT1208169,,5.2,7.25,,,,6.5,7.5,8.75,,,3.8,N1,Ha Tinh
HT1208170,,4.4,7.0,,,,4.5,6.75,9.5,,,3.4,N1,Ha Tinh
HT1208171,,5.2,5.5,,,,5.75,,,,,,,Ha Tinh
HT1208172,,6.2,5.25,,,,2.25,4.5,8.25,,,1.8,N1,Ha Tinh
HT1208173,,4.2,5.0,,,,3.5,8.0,,,,,,Ha Tinh
HT1208174,,4.4,5.75,,,,5.25,6.5,7.5,,,2.8,N1,Ha Tinh
HT1208175,,6.8,6.25,7.5,6.5,6.0,,,,,,5.4,N1,Ha Tinh
HT1208176,,4.6,6.5,,,,3.5,5.75,6.75,,,2.6,N1,Ha Tinh
HT1208177,,8.2,3.5,6.5,4.5,3.75,,,,,,6.8,N1,Ha Tinh
HT1208178,,7.2,7.5,4.5,5.75,4.25,,,,,,5.6,N1,Ha Tinh
HT1208179,,7.4,7.5,6.75,6.0,6.25,,,,,,7.0,N1,Ha Tinh
HT1208180,,5.4,6.75,,,,4.25,5.5,5.0,,,2.4,N1,Ha Tinh
HT1208181,,5.4,7.25,,,,7.5,7.0,8.5,,,4.2,N1,Ha Tinh
HT1208182,,6.0,6.75,,,,5.0,7.25,7.25,,,4.4,N1,Ha Tinh
HT1208183,,6.6,6.25,,,,4.0,6.0,6.25,,,3.6,N1,Ha Tinh
HT1208184,,6.6,7.25,5.5,4.75,3.75,,,,,,2.4,N1,Ha Tinh
HT1208185,,9.0,5.75,4.5,6.5,8.75,,,,,,5.2,N1,Ha Tinh
HT1208186,,5.8,4.75,,,,4.25,6.25,7.25,,,3.0,N1,Ha Tinh
HT1208187,,4.4,6.75,,,,4.75,7.0,8.25,,,3.4,N1,Ha Tinh
HT1208188,,6.6,6.5,5.25,3.5,5.25,,,,,,4.2,N1,Ha Tinh
HT1208189,,5.2,7.75,,,,4.75,6.0,8.25,,,3.6,N1,Ha Tinh
HT1208191,,7.2,5.25,7.75,6.25,6.0,,,,,,3.8,N1,Ha Tinh
HT1208192,,5.8,6.5,,,,4.0,5.75,8.0,,,2.6,N1,Ha Tinh
HT1208193,,7.0,6.0,6.0,4.5,4.0,,,,,,2.0,N1,Ha Tinh
HT1208194,,6.2,4.75,6.5,5.75,5.25,,,,,,2.8,N1,Ha Tinh
HT1208195,,5.4,7.0,,,,8.0,8.75,9.0,,,3.2,N1,Ha Tinh
HT1208196,,7.4,5.0,7.25,6.5,4.25,,,,,,3.4,N1,Ha Tinh
HT1208197,,7.2,7.0,5.25,6.75,3.25,,,,,,3.6,N1,Ha Tinh
HT1208198,,5.0,6.75,,,,3.0,6.25,6.0,,,2.2,N1,Ha Tinh
HT1208199,,7.2,6.75,6.25,3.5,4.0,,,,,,7.4,N1,Ha Tinh
HT1208200,,8.6,6.0,7.25,7.75,5.25,,,,,,4.4,N1,Ha Tinh
HT1208201,,5.8,4.5,,,,6.0,6.75,8.75,,,3.0,N1,Ha Tinh
HT1208202,,8.4,6.25,7.5,6.0,4.25,,,,,,3.0,N1,Ha Tinh
HT1208203,,8.2,7.75,3.75,7.0,7.75,,,,,,3.0,N1,Ha Tinh
HT1208204,,4.2,5.0,,,,3.0,6.0,7.25,,,2.2,N1,Ha Tinh
HT1208205,,6.6,6.25,,,,4.5,7.25,8.5,,,3.2,N1,Ha Tinh
HT1208206,,8.8,5.5,7.75,7.0,4.25,,,,,,4.6,N1,Ha Tinh
HT1208207,,6.6,7.25,,,,7.0,6.5,9.25,,,4.2,N1,Ha Tinh
HT1208208,,7.6,6.5,,,,4.75,7.0,8.75,,,4.4,N1,Ha Tinh
HT1208209,,5.8,5.25,,,,3.25,5.5,4.25,,,2.8,N1,Ha Tinh
HT1208210,,2.6,6.5,,,,2.5,3.5,,,,,,Ha Tinh
HT1208211,,,8.0,,,,9.25,9.25,,,,,,Ha Tinh
HT1208212,,7.4,6.75,5.5,7.5,3.25,,,,,,2.8,N1,Ha Tinh
HT1208213,,6.6,6.25,,,,3.0,5.0,7.5,,,6.6,N1,Ha Tinh
HT1208214,,7.4,7.5,,,,5.5,7.75,8.75,,,4.4,N1,Ha Tinh
HT1208215,,2.6,2.75,,,,4.0,6.25,,,,,,Ha Tinh
HT1208216,,6.4,5.0,,,,3.0,5.75,7.25,,,3.0,N1,Ha Tinh
HT1208217,,5.2,4.0,,,,3.0,4.25,6.75,,,2.6,N1,Ha Tinh
HT1208218,,6.2,5.25,,,,4.5,5.5,6.75,,,3.0,N1,Ha Tinh
HT1208219,,6.8,6.0,,,,4.75,6.5,8.25,,,3.0,N1,Ha Tinh
HT1208220,,5.8,7.0,,,,6.25,8.5,8.75,,,3.0,N1,Ha Tinh
HT1208221,,4.6,5.5,,,,3.5,4.5,5.5,,,3.0,N1,Ha Tinh
HT1208222,,7.0,6.5,6.75,7.25,5.0,,,,,,4.6,N1,Ha Tinh
HT1208223,,6.8,6.5,5.5,6.0,5.25,,,,,,3.4,N1,Ha Tinh
HT1208224,,4.6,6.25,,,,4.25,6.25,7.75,,,3.6,N1,Ha Tinh
HT1208225,,5.2,6.0,,,,7.75,7.25,9.25,,,2.0,N1,Ha Tinh
HT1208226,,6.8,5.5,4.75,6.75,6.75,,,,,,3.6,N1,Ha Tinh
HT1208227,,7.0,5.75,5.25,5.75,5.75,,,,,,3.8,N1,Ha Tinh
HT1208228,,7.0,5.75,6.5,5.5,4.75,,,,,,3.2,N1,Ha Tinh
HT1208229,,5.2,5.75,,,,4.25,5.75,7.0,,,2.8,N1,Ha Tinh
HT1208230,,4.8,7.25,,,,4.0,6.75,7.25,,,4.4,N1,Ha Tinh
HT1208231,,4.0,5.5,,,,4.25,6.25,,,,,,Ha Tinh
HT1208232,,4.0,5.0,,,,4.75,4.5,7.5,,,3.0,N1,Ha Tinh
HT1208233,,3.8,6.0,,,,3.5,5.5,7.25,,,2.8,N1,Ha Tinh
HT1208234,,8.2,4.25,7.5,7.5,4.0,,,,,,3.8,N1,Ha Tinh
HT1208235,,7.2,7.25,,,,4.0,6.0,7.75,,,8.2,N1,Ha Tinh
HT1208236,,3.4,5.0,,,,4.75,6.5,7.75,,,3.0,N1,Ha Tinh
HT1208237,,4.6,6.0,,,,4.25,7.5,9.25,,,3.4,N1,Ha Tinh
HT1208238,,5.8,6.75,,,,5.75,8.5,9.0,,,2.0,N1,Ha Tinh
HT1208239,,6.8,6.25,,,,7.75,8.0,8.75,,,3.8,N1,Ha Tinh
HT1208240,,2.2,6.5,,,,4.0,5.5,6.75,,,3.8,N1,Ha Tinh
HT1208241,,6.4,6.0,,,,6.25,8.75,8.0,,,3.0,N1,Ha Tinh
HT1208242,,5.0,6.0,,,,8.0,8.0,8.75,,,4.2,N1,Ha Tinh
HT1208243,,2.6,5.5,,,,2.5,5.25,5.5,,,2.4,N1,Ha Tinh
HT1208244,,7.0,7.75,,,,5.25,7.5,8.5,,,3.4,N1,Ha Tinh
HT1208245,,7.0,5.75,5.75,4.5,3.0,,,,,,2.8,N1,Ha Tinh
HT1208246,,5.4,6.25,,,,4.75,6.0,7.5,,,2.6,N1,Ha Tinh
HT1208247,,6.4,4.25,,,,2.5,5.75,8.25,,,2.8,N1,Ha Tinh
HT1208248,,5.2,7.0,,,,9.25,9.0,9.75,,,5.0,N1,Ha Tinh
HT1208249,,9.0,5.0,7.5,7.0,5.0,,,,,,3.8,N1,Ha Tinh
HT1208250,,4.4,3.5,,,,2.5,5.0,7.25,,,2.0,N1,Ha Tinh
HT1208251,,5.2,6.0,,,,5.0,5.75,8.0,,,2.6,N1,Ha Tinh
HT1208252,,5.8,6.0,8.25,3.5,5.0,,,,,,5.8,N1,Ha Tinh
HT1208253,,4.4,6.5,,,,4.25,5.75,8.25,,,3.8,N1,Ha Tinh
HT1208254,,4.2,5.25,,,,6.0,6.75,6.75,,,3.6,N1,Ha Tinh
HT1208255,,6.0,7.25,,,,5.5,6.75,8.0,,,5.0,N1,Ha Tinh
HT1208256,,4.8,5.25,,,,6.75,7.75,9.5,,,3.6,N1,Ha Tinh
HT1208257,,8.8,5.5,7.5,6.75,5.75,,,,,,3.6,N1,Ha Tinh
HT1208258,,3.8,6.0,,,,2.75,4.0,4.5,,,3.2,N1,Ha Tinh
HT1208259,,9.2,6.5,8.5,8.5,6.0,,,,,,3.0,N1,Ha Tinh
HT1208260,,5.2,7.0,,,,2.75,6.75,8.0,,,3.0,N1,Ha Tinh
HT1208261,,7.6,5.75,5.5,5.0,2.5,,,,,,4.0,N1,Ha Tinh
HT1208262,,6.0,6.5,,,,6.75,7.0,8.75,,,2.6,N1,Ha Tinh
HT1208263,,6.0,5.75,,,,4.0,3.5,7.5,,,3.0,N1,Ha Tinh
HT1208264,,5.0,6.25,,,,5.5,6.75,8.5,,,3.8,N1,Ha Tinh
HT1208265,,4.6,7.0,,,,3.5,5.0,6.0,,,2.2,N1,Ha Tinh
HT1208266,,7.2,7.5,,,,7.0,8.25,8.5,,,4.4,N1,Ha Tinh
HT1208267,,7.0,4.25,6.5,7.0,5.25,,,,,,3.8,N1,Ha Tinh
HT1208268,,3.4,5.5,,,,3.25,6.5,7.25,,,3.0,N1,Ha Tinh
HT1208269,,4.6,6.0,,,,2.25,6.25,6.75,,,2.2,N1,Ha Tinh
HT1208270,,3.0,4.5,,,,3.5,5.75,7.25,,,2.4,N1,Ha Tinh
HT1208271,,7.4,6.25,4.5,6.25,5.75,,,,,,5.0,N1,Ha Tinh
HT1208272,,9.8,4.5,8.25,9.0,3.5,,,,,,5.4,N1,Ha Tinh
HT1208273,,5.8,5.0,,,,6.5,7.0,8.25,,,4.6,N1,Ha Tinh
HT1208274,,4.2,5.0,,,,5.25,6.5,6.25,,,1.8,N1,Ha Tinh
HT1208275,,8.0,7.5,4.25,6.25,5.25,,,,,,8.2,N1,Ha Tinh
HT1208276,,5.6,6.0,,,,3.5,6.0,8.75,,,3.6,N1,Ha Tinh
HT1208277,,6.2,6.25,,,,3.75,7.25,8.5,,,5.4,N1,Ha Tinh
HT1208278,,6.2,6.5,,,,4.75,8.25,9.75,,,3.2,N1,Ha Tinh
HT1208279,,4.2,5.5,,,,4.5,7.5,7.25,,,2.6,N1,Ha Tinh
HT1208280,,2.0,4.0,,,,4.5,4.5,6.25,,,3.0,N1,Ha Tinh
HT1208281,,6.8,7.5,,,,2.75,7.5,6.5,,,8.4,N1,Ha Tinh
HT1208282,,6.2,6.25,,,,4.75,5.5,8.0,,,5.0,N1,Ha Tinh
HT1208283,,4.4,7.0,,,,2.25,6.0,7.75,,,2.4,N1,Ha Tinh
HT1208284,,7.8,7.0,,,,9.25,7.0,,,,,,Ha Tinh
HT1208285,,5.0,6.5,,,,4.75,6.5,7.75,,,2.8,N1,Ha Tinh
HT1208286,,8.6,6.0,8.0,7.0,4.0,,,,,,3.4,N1,Ha Tinh
HT1208287,,9.0,7.5,7.25,3.25,3.75,,,,,,6.8,N1,Ha Tinh
HT1208288,,3.4,5.5,,,,3.25,6.0,7.5,,,3.0,N1,Ha Tinh
HT1208289,,7.8,6.0,7.0,6.75,4.0,,,,,,3.0,N1,Ha Tinh
HT1208290,,4.8,8.0,,,,7.5,9.0,9.25,,,4.2,N1,Ha Tinh
HT1208291,,5.6,5.0,4.0,2.0,4.5,,,,,,4.2,N1,Ha Tinh
HT1208292,,9.0,5.25,4.5,7.5,9.25,,,,,,4.0,N1,Ha Tinh
HT1208293,,8.6,7.5,7.25,7.5,7.75,,,,,,8.4,N1,Ha Tinh
HT1208294,,5.0,6.5,,,,3.5,5.5,8.0,,,4.0,N1,Ha Tinh
HT1208295,,5.4,4.5,,,,5.5,7.0,6.5,,,3.6,N1,Ha Tinh
HT1208296,,5.8,6.0,,,,5.0,7.25,6.75,,,4.2,N1,Ha Tinh
HT1208297,,7.0,8.5,,,,5.25,7.0,9.5,,,5.0,N1,Ha Tinh
HT1208298,,5.6,5.5,,,,7.0,8.25,8.75,,,3.0,N1,Ha Tinh
HT1208299,,6.2,5.0,,,,4.5,7.0,8.75,,,5.6,N1,Ha Tinh
HT1208300,,5.6,6.5,,,,5.0,8.5,6.5,,,3.0,N1,Ha Tinh
HT1208301,,3.0,5.0,,,,4.75,6.75,7.75,,,3.0,N1,Ha Tinh
HT1208302,,7.2,6.25,3.5,6.5,7.0,,,,,,4.6,N1,Ha Tinh
HT1208303,,4.6,6.5,,,,4.5,5.75,7.0,,,2.8,N1,Ha Tinh
HT1208304,,8.0,7.75,,,,2.75,5.75,7.75,,,9.0,N1,Ha Tinh
HT1208305,,8.2,7.0,,,,5.5,6.25,7.25,,,8.2,N3,Ha Tinh
HT1208306,,4.6,6.25,,,,4.25,6.25,8.0,,,3.0,N1,Ha Tinh
HT1208307,,3.4,6.25,,,,2.25,4.75,7.25,,,3.4,N1,Ha Tinh
HT1208308,,8.2,6.0,8.0,5.5,4.75,,,,,,5.6,N1,Ha Tinh
HT1208309,,6.8,6.0,7.0,6.5,4.0,,,,,,4.2,N1,Ha Tinh
HT1208310,,7.0,6.5,,,,6.0,6.25,7.5,,,3.6,N1,Ha Tinh
HT1208311,,9.2,7.75,4.5,8.0,9.0,,,,,,3.8,N1,Ha Tinh
HT1208312,,7.6,5.75,4.75,6.25,4.0,,,,,,5.6,N1,Ha Tinh
HT1208313,,2.8,7.5,,,,4.75,7.75,8.25,,,3.4,N1,Ha Tinh
HT1208314,,6.6,7.0,,,,3.25,5.75,8.0,,,6.8,N1,Ha Tinh
HT1208315,,4.2,6.5,,,,3.25,6.75,7.5,,,3.6,N1,Ha Tinh
HT1208316,,7.8,5.5,7.25,6.0,4.0,,,,,,2.6,N1,Ha Tinh
HT1208317,,6.4,8.5,,,,7.0,8.5,8.75,,,4.6,N1,Ha Tinh
HT1208318,,8.4,8.25,,,,9.0,8.0,9.25,,,4.2,N1,Ha Tinh
HT1208319,,4.4,2.5,,,,3.0,5.75,,,,,,Ha Tinh
HT1208320,,5.8,5.25,,,,4.25,6.0,8.0,,,5.6,N1,Ha Tinh
HT1208321,,2.4,6.75,,,,3.25,7.25,7.0,,,2.8,N1,Ha Tinh
HT1208322,,8.0,8.0,,,,3.0,6.5,7.25,,,4.8,N1,Ha Tinh
HT1208323,,4.8,6.75,,,,4.0,5.0,6.5,,,2.4,N1,Ha Tinh
HT1208324,,8.6,6.25,8.0,4.5,4.5,,,,,,6.6,N1,Ha Tinh
HT1208325,,3.6,2.5,,,,1.25,5.25,,,,,,Ha Tinh
HT1208326,,6.6,3.5,,,,5.75,7.25,8.0,,,2.6,N1,Ha Tinh
HT1208327,,7.6,6.0,7.0,7.5,3.75,,,,,,3.6,N1,Ha Tinh
HT1208328,,8.0,5.0,,,,4.0,6.0,7.75,,,3.8,N1,Ha Tinh
HT1208329,,5.0,4.0,,,,3.5,7.0,8.5,,,2.8,N1,Ha Tinh
HT1208330,,6.0,4.75,,,,3.25,5.75,7.5,,,4.2,N1,Ha Tinh
HT1208331,,3.4,4.0,,,,3.25,5.5,,,,,,Ha Tinh
HT1208332,,4.8,5.0,,,,4.75,6.5,8.0,,,3.2,N1,Ha Tinh
HT1208333,,7.2,8.0,,,,6.25,8.0,8.0,,,6.6,N1,Ha Tinh
HT1208334,,5.0,6.25,,,,6.75,6.0,8.25,,,3.2,N1,Ha Tinh
HT1208335,,5.2,6.75,,,,6.75,6.5,8.5,,,2.6,N1,Ha Tinh
HT1208336,,6.8,6.25,,,,8.5,8.75,9.0,,,4.2,N1,Ha Tinh
HT1208337,,4.0,5.75,,,,4.5,4.75,,,,,,Ha Tinh
HT1208338,,6.8,6.5,,,,4.75,6.75,8.5,,,3.6,N1,Ha Tinh
HT1208339,,5.0,6.0,,,,4.75,6.75,9.25,,,3.8,N1,Ha Tinh
HT1208340,,5.2,6.25,,,,6.75,7.0,7.0,,,3.0,N1,Ha Tinh
HT1208341,,6.0,6.75,,,,4.75,7.0,8.0,,,4.6,N1,Ha Tinh
HT1208342,,3.8,3.75,,,,3.75,3.5,,,,,,Ha Tinh
HT1208343,,8.4,,7.75,6.0,,,,,,,2.8,N1,Ha Tinh
HT1208344,,2.8,4.25,,,,3.0,3.0,,,,,,Ha Tinh
HT1208345,,3.6,5.5,,,,3.25,6.5,6.75,,,1.6,N1,Ha Tinh
HT1208346,,5.4,7.5,,,,6.0,6.75,7.75,,,2.6,N1,Ha Tinh
HT1208347,,4.4,6.5,,,,4.75,6.0,6.25,,,2.2,N1,Ha Tinh
HT1208348,,5.2,6.75,,,,4.75,7.75,8.0,,,3.0,N1,Ha Tinh
HT1208349,,4.6,7.75,,,,4.75,5.75,7.25,,,4.2,N1,Ha Tinh
HT1208350,,5.0,8.5,,,,6.5,8.5,9.5,,,5.6,N1,Ha Tinh
HT1208351,,3.0,3.5,,,,3.25,4.75,,,,,,Ha Tinh
HT1208352,,5.2,5.75,,,,4.0,6.5,,,,,,Ha Tinh
HT1208353,,5.6,4.5,,,,4.25,7.0,,,,,,Ha Tinh
HT1208354,,7.8,5.25,7.0,6.5,4.5,,,,,,2.0,N1,Ha Tinh
HT1208355,,4.0,5.25,,,,4.0,5.25,8.75,,,3.0,N1,Ha Tinh
HT1208356,,8.4,5.25,6.25,6.0,3.75,,,,,,5.0,N1,Ha Tinh
HT1208357,,7.8,,3.5,6.75,8.75,,,,,,,,Ha Tinh
HT1208358,,4.4,6.25,,,,5.0,7.25,8.25,,,2.6,N1,Ha Tinh
HT1208359,,8.0,6.75,7.25,7.0,3.5,,,,,,3.0,N1,Ha Tinh
HT1208360,,9.0,5.75,8.25,8.75,4.5,,,,,,3.0,N1,Ha Tinh
HT1208361,,7.0,6.5,4.75,6.25,5.0,,,,,,4.4,N1,Ha Tinh
HT1208362,,4.6,6.5,,,,4.5,7.0,7.75,,,2.0,N1,Ha Tinh
HT1208363,,4.2,8.25,,,,9.0,9.0,8.25,,,4.0,N1,Ha Tinh
HT1208364,,6.4,5.5,3.75,7.0,6.25,,,,,,4.6,N1,Ha Tinh
HT1208365,,6.0,5.5,,,,4.5,8.0,8.0,,,2.6,N1,Ha Tinh
HT1208366,,7.4,7.0,7.5,6.5,4.0,,,,,,3.6,N1,Ha Tinh
HT1208367,,5.6,4.83,,,,5.75,5.5,5.75,,,3.8,N1,Ha Tinh
HT1208368,,7.4,6.5,4.25,4.75,5.5,,,,,,3.6,N1,Ha Tinh
HT1208369,,5.8,5.75,,,,3.75,7.25,7.5,,,2.8,N1,Ha Tinh
HT1208370,,7.0,5.5,3.25,6.5,6.25,,,,,,4.6,N1,Ha Tinh
HT1208371,,4.8,7.0,,,,6.5,7.0,7.75,,,1.6,N1,Ha Tinh
HT1208372,,5.8,5.25,,,,5.5,6.75,,,,,,Ha Tinh
HT1208373,,7.6,6.25,8.25,7.0,3.75,,,,,,5.4,N1,Ha Tinh
HT1208374,,4.8,7.0,,,,5.25,7.75,8.75,,,4.2,N1,Ha Tinh
HT1208375,,5.0,5.5,,,,4.5,7.0,7.5,,,3.0,N1,Ha Tinh
HT1208376,,7.8,6.25,,,,5.25,7.75,8.75,,,4.6,N1,Ha Tinh
HT1208377,,8.2,6.5,8.0,6.5,5.0,,,,,,2.8,N1,Ha Tinh
HT1208378,,4.8,4.5,,,,5.75,6.0,8.5,,,3.6,N1,Ha Tinh
HT1208379,,7.2,5.75,5.25,6.75,5.5,,,,,,5.0,N1,Ha Tinh
HT1208380,,8.2,4.5,8.0,7.25,4.25,,,,,,3.6,N1,Ha Tinh
HT1208381,,3.8,4.5,,,,3.0,5.0,,,,,,Ha Tinh
HT1208382,,7.8,6.0,6.5,6.5,3.75,,,,,,4.6,N1,Ha Tinh
HT1208383,,6.6,6.5,,,,,,,,,5.0,N1,Ha Tinh
HT1208384,,4.8,5.5,,,,6.5,6.75,8.25,,,4.4,N1,Ha Tinh
HT1208385,,8.0,6.25,7.5,7.25,3.75,,,,,,3.6,N1,Ha Tinh
HT1208386,,7.0,7.0,5.5,3.75,5.25,,,,,,4.0,N1,Ha Tinh
HT1208387,,4.0,6.75,,,,2.25,5.75,7.5,,,3.2,N1,Ha Tinh
HT1208388,,6.4,6.75,,,,7.75,8.0,9.5,,,4.4,N1,Ha Tinh
HT1208389,,7.4,5.75,7.0,5.5,4.25,,,,,,4.6,N1,Ha Tinh
HT1208390,,5.0,7.25,,,,2.75,5.5,5.75,,,2.2,N1,Ha Tinh
HT1208391,,5.0,5.75,,,,3.25,5.25,6.0,,,2.6,N1,Ha Tinh
HT1208392,,6.8,4.5,7.25,7.5,3.5,,,,,,4.2,N1,Ha Tinh
HT1208393,,4.8,6.0,,,,6.75,6.25,8.75,,,2.4,N1,Ha Tinh
HT1208394,,7.8,6.25,6.25,6.75,3.5,,,,,,3.6,N1,Ha Tinh
HT1208395,,5.2,5.0,,,,2.5,6.75,8.75,,,5.4,N1,Ha Tinh
HT1208396,,,7.5,,,,9.5,9.0,,,,,,Ha Tinh
HT1208397,,3.0,6.25,,,,3.0,5.5,6.25,,,4.2,N1,Ha Tinh
HT1208398,,7.2,7.75,,,,6.75,7.75,9.0,,,9.4,N1,Ha Tinh
HT1208399,,6.0,6.0,,,,4.25,6.0,8.5,,,2.6,N1,Ha Tinh
HT1208400,,8.2,6.5,7.75,5.0,3.5,,,,,,7.4,N1,Ha Tinh
HT1208401,,3.8,7.25,,,,4.5,4.75,8.0,,,4.2,N1,Ha Tinh
HT1208402,,3.4,5.5,,,,4.5,6.5,6.75,,,2.2,N1,Ha Tinh
HT1208403,,5.0,6.0,,,,5.0,7.5,8.5,,,4.8,N1,Ha Tinh
HT1208404,,5.6,5.0,,,,2.5,5.5,7.0,,,2.4,N1,Ha Tinh
HT1208405,,8.2,5.0,7.0,8.0,5.0,,,,,,4.6,N1,Ha Tinh
HT1208406,,4.8,6.5,,,,2.75,3.0,7.0,,,2.2,N1,Ha Tinh
HT1208407,,2.6,3.25,,,,2.75,4.75,5.25,,,2.2,N1,Ha Tinh
HT1208408,,8.8,6.75,7.5,7.5,6.75,,,,,,6.8,N1,Ha Tinh
HT1208409,,7.0,4.75,4.0,5.25,3.75,,,,,,1.8,N1,Ha Tinh
HT1208410,,5.4,6.5,,,,3.75,4.75,7.0,,,4.0,N1,Ha Tinh
HT1208411,,4.0,5.25,,,,3.25,5.75,7.0,,,2.6,N1,Ha Tinh
HT1208412,,7.2,8.25,,,,6.5,8.25,8.75,,,8.4,N1,Ha Tinh
HT1208413,,5.8,6.25,2.75,5.75,4.0,,,,,,2.4,N1,Ha Tinh
HT1208414,,5.4,5.5,4.5,3.0,3.0,,,,,,3.2,N1,Ha Tinh
HT1208415,,4.0,7.5,,,,3.25,5.25,6.25,,,3.2,N1,Ha Tinh
HT1208416,,5.6,6.25,,,,3.25,4.0,,,,,,Ha Tinh
HT1208417,,5.2,7.0,,,,6.0,7.0,8.25,,,4.2,N1,Ha Tinh
HT1208418,,9.0,6.75,7.5,2.5,5.5,,,,,,8.2,N1,Ha Tinh
HT1208419,,5.2,7.0,,,,7.0,6.5,9.0,,,4.6,N1,Ha Tinh
HT1208420,,7.0,4.5,6.75,4.0,4.5,,,,,,3.6,N1,Ha Tinh
HT1208421,,5.2,5.75,,,,3.25,5.25,8.0,,,2.8,N1,Ha Tinh
HT1208422,,3.4,6.25,,,,4.0,4.75,7.75,,,2.4,N1,Ha Tinh
HT1208423,,6.8,7.0,,,,3.25,4.75,6.75,,,6.6,N1,Ha Tinh
HT1208424,,3.0,3.25,,,,3.75,4.75,5.75,,,2.2,N1,Ha Tinh
